year,player,pos,age,mp
2006,Ricky Davis,SG,26,1747
2006,Ricky Davis,SF,26,1460
2006,Carlos Delfino,SG,23,726
2006,Tony Delk,PG-SG,32,385
2006,Tony Delk,SG,32,7
2006,Tony Delk,PG,32,378
2006,Luol Deng,SF,20,2604
2006,Boris Diaw,PF,23,2874
2006,Dan Dickau,PG,27,234
2006,Travis Diener,PG,23,246
2006,Ike Diogu,PF,22,1031
2006,DeSagana Diop,C,24,1510
2006,Juan Dixon,SG,27,1920
2006,Michael Doleac,C,28,371
2006,Keyon Dooling,PG,25,1137
2006,Chris Duhon,PG,23,2155
2006,Tim Duncan,PF,29,2784
2006,Mike Dunleavy,SF,25,2578
2006,Ronald Dupree,SF,25,265
2006,John Edwards,C,24,296
2006,Howard Eisley,PG,33,394
2006,Howard Eisley,PG,33,112
2006,Howard Eisley,PG,33,282
2006,Monta Ellis,SG,20,886
2006,Francisco Elson,C,29,1579
2006,Melvin Ely,PF,27,1348
2006,Maurice Evans,SG,27,1139
2006,Reggie Evans,PF,25,1393
2006,Reggie Evans,PF,25,788
2006,Reggie Evans,PF,25,605
2006,Daniel Ewing,SG,22,971
2006,Noel Felix,SF,24,82
2006,Raymond Felton,PG,21,2406
2006,Michael Finley,SG,32,2038
2006,Derek Fisher,PG,31,2589
2006,Gerald Fitch,PG,23,239
2006,Marcus Fizer,PF,27,39
2006,Sharrod Ford,PF,24,13
2006,T.J. Ford,PG,22,2557
2006,Danny Fortson,C,29,276
2006,Jeff Foster,C,29,1581
2006,Adonal Foyle,C,30,1824
2006,Richie Frahm,SG,28,342
2006,Richie Frahm,SG,28,225
2006,Richie Frahm,SG,28,117
2006,Steve Francis,PG-SG,28,2393
2006,Steve Francis,PG,28,1734
2006,Steve Francis,SG,28,659
2006,Channing Frye,C,22,1572
2006,Dan Gadzuric,C,27,885
2006,Deng Gai,C,23,5
2006,Reece Gaines,PG,25,54
2006,Francisco García,SF,24,1301
2006,Kevin Garnett,PF,29,2957
2006,Pat Garrity,PF,29,938
2006,Pau Gasol,PF,25,3135
2006,Devean George,SF,28,1542
2006,Eddie Gill,PG,27,122
2006,Manu Ginóbili,SG,28,1813
2006,Gordan Giriček,SG,28,956
2006,Anthony Goldwire,PG,34,22
2006,Ryan Gomes,PF,23,1376
2006,Drew Gooden,PF,24,2174
2006,Ben Gordon,SG,22,2482
2006,Joey Graham,SF,23,1581
2006,Stephen Graham,SG,23,175
2006,Stephen Graham,SG,23,38
2006,Stephen Graham,SG,23,20
2006,Stephen Graham,SG,23,117
2006,Danny Granger,SF,22,1765
2006,Brian Grant,C,33,248
2006,Devin Green,SG,23,135
2006,Gerald Green,SG,20,374
2006,Willie Green,SG,24,153
2006,Orien Greene,PG,23,1235
2006,Adrian Griffin,SG,31,1245
2006,Eddie Griffin,C,23,1359
2006,Anthony Grundy,SG,26,108
2006,Richard Hamilton,SG,27,2825
2006,Zendon Hamilton,C,30,49
2006,Zendon Hamilton,C,30,46
2006,Zendon Hamilton,C,30,3
2006,Anfernee Hardaway,SF,34,72
2006,Matt Harpring,SF,29,1944
2006,Al Harrington,PF,25,2782
2006,Othella Harrington,C,32,824
2006,Devin Harris,PG,22,1275
2006,David Harrison,C,23,1034
2006,Jason Hart,PG,27,818
2006,Udonis Haslem,PF,25,2491
2006,Trenton Hassell,SG,26,2514
2006,Chuck Hayes,PF,22,535
2006,Jarvis Hayes,SG,24,516
2006,Brendan Haywood,C,26,1879
2006,Luther Head,SG,23,2310
2006,Alan Henderson,C,33,531
2006,Nenê,PF,23,3
2006,Grant Hill,SF,33,613
2006,Kirk Hinrich,PG,25,2955
2006,Julius Hodge,SG,22,33
2006,Randy Holcomb,SF,26,11
2006,Robert Horry,PF,35,1182
2006,Eddie House,PG,27,1421
2006,Dwight Howard,PF,20,3021
2006,Josh Howard,SF,25,1915
2006,Juwan Howard,PF,32,2537
2006,Troy Hudson,PG,29,800
2006,Larry Hughes,SG,27,1281
2006,Kris Humphries,PF,20,619
2006,Lindsey Hunter,PG,35,353
2006,Steven Hunter,C,24,1312
2006,Andre Iguodala,SF,22,3086
2006,Zydrunas Ilgauskas,C,30,2283
2006,D.J. Mbenga,C,25,237
2006,Allen Iverson,PG,30,3103
2006,Royal Ivey,PG,24,978
2006,Jarrett Jack,SG,22,1599
2006,Bobby Jackson,PG,32,1775
2006,Jermaine Jackson,PG,29,202
2006,Jim Jackson,SF,35,512
2006,Jim Jackson,SF,35,420
2006,Jim Jackson,SF,35,92
2006,Luke Jackson,SF,24,315
2006,Marc Jackson,C,31,1027
2006,Marc Jackson,C,31,433
2006,Marc Jackson,C,31,594
2006,Stephen Jackson,SG,27,2910
2006,Jerome James,C,30,406
2006,LeBron James,SF,21,3361
2006,Mike James,PG,30,2925
2006,Antawn Jamison,SF,29,3288
2006,Marko Jarić,PG,27,2102
2006,Šarūnas Jasikevičius,PG,29,1557
2006,Al Jefferson,PF,21,1062
2006,Richard Jefferson,SF,25,3059
2006,Jared Jeffries,PF,24,1951
2006,Amir Johnson,SF,18,39
2006,Anthony Johnson,PG,31,1981
2006,DerMarr Johnson,SG,25,924
2006,Ervin Johnson,C,38,81
2006,Joe Johnson,SG,24,3340
2006,Linton Johnson,SF,25,524
2006,Linton Johnson,SF,25,35
2006,Linton Johnson,SF,25,489
2006,Dahntay Jones,SF,25,967
2006,Damon Jones,PG,29,2089
2006,Dwayne Jones,PF,22,87
2006,Eddie Jones,SG,34,2437
2006,Fred Jones,SG,26,1837
2006,James Jones,SF,25,1772
2006,Jumaine Jones,PF,26,2089
2006,Chris Kaman,C,23,2560
2006,Jason Kapono,SF,24,665
2006,Mario Kasun,C,25,213
2006,Viktor Khryapa,SF,23,1492
2006,Jason Kidd,PG,32,2975
2006,Andrei Kirilenko,SF,24,2604
2006,Linas Kleiza,PF,21,519
2006,Brevin Knight,PG,30,2351
2006,Yaroslav Korolev,SF,18,127
2006,Kyle Korver,SF,24,2563
2006,Nenad Krstić,PF,22,2469
2006,Toni Kukoč,PF,37,1018
2006,Raef LaFrentz,PF,29,2033
2006,Maciej Lampe,C,20,28
2006,Maciej Lampe,C,20,16
2006,Maciej Lampe,C,20,12
2006,David Lee,SF,22,1129
2006,Voshon Lenard,SG,32,458
2006,Voshon Lenard,SG,32,238
2006,Voshon Lenard,SG,32,220
2006,Rashard Lewis,SF,26,2876
2006,Randy Livingston,PG,30,22
2006,Shaun Livingston,PG,20,1525
2006,John Lucas III,PG,23,107
2006,Tyronn Lue,PG,28,1234
2006,Arvydas Macijauskas,SG,26,135
2006,Mark Madsen,C,30,676
2006,Corey Maggette,SF,26,943
2006,Jamaal Magloire,C,27,2465
2006,Stephon Marbury,PG,28,2193
2006,Shawn Marion,PF,27,3263
2006,Sean Marks,PF,30,181
2006,Donyell Marshall,PF,32,2077
2006,Rawle Marshall,SF,23,241
2006,Darrick Martin,PG,34,339
2006,Kenyon Martin,PF,28,1546
2006,Kevin Martin,SG,22,1913
2006,Desmond Mason,SF,28,2102
2006,Jason Maxiell,PF,22,159
2006,Sean May,PF,21,398
2006,Rashad McCants,SG,21,1362
2006,Walter McCarty,SF,31,353
2006,Antonio McDyess,PF,31,1733
2006,Tracy McGrady,SF,26,1745
2006,Jeff McInnis,SG,31,486
2006,Aaron McKie,PG,33,121
2006,Keith McLeod,PG,26,1232
2006,Stanislav Medvedenko,PF,26,6
2006,Chris Mihm,C,26,1541
2006,Aaron Miles,PG,22,118
2006,C.J. Miles,PG,18,203
2006,Darius Miles,SF,24,1286
2006,Darko Miličić,C,20,767
2006,Darko Miličić,C,20,140
2006,Darko Miličić,C,20,627
2006,Andre Miller,PG,29,2937
2006,Brad Miller,C,29,2923
2006,Mike Miller,SG,25,2268
2006,Yao Ming,C,25,1949
2006,Cuttino Mobley,SG,30,2979
2006,Nazr Mohammed,C,28,1389
2006,Sergei Monia,SF,22,343
2006,Sergei Monia,SF,22,336
2006,Sergei Monia,SF,22,7
2006,Mikki Moore,C,30,583
2006,Terence Morris,SF,27,192
2006,Alonzo Mourning,C,35,1302
2006,Troy Murphy,PF,25,2516
2006,Lamond Murray,SF,32,576
2006,Ronald Murray,SG,26,2112
2006,Ronald Murray,SG,26,1085
2006,Ronald Murray,SG,26,1027
2006,Dikembe Mutombo,C,39,955
2006,Boniface N'Dong,C,28,152
2006,Boštjan Nachbar,PF-SF,25,502
2006,Boštjan Nachbar,PF,25,405
2006,Boštjan Nachbar,SF,25,97
2006,Lee Nailon,PF,30,237
2006,Eduardo Nájera,PF,29,1449
2006,Steve Nash,PG,31,2796
2006,Jameer Nelson,PG,23,1784
2006,Rasho Nesterović,C,29,1515
2006,Ira Newble,SG,31,353
2006,Andrés Nocioni,PF,26,2239
2006,Moochie Norris,PG,32,424
2006,Moochie Norris,PG,32,241
2006,Moochie Norris,PG,32,183
2006,Dirk Nowitzki,PF,27,3089
2006,Jermaine O'Neal,PF,27,1802
2006,Shaquille O'Neal,C,33,1806
2006,Fabricio Oberto,C,30,490
2006,Lamar Odom,PF,26,3221
2006,Emeka Okafor,PF,23,874
2006,Mehmet Okur,PF,26,2945
2006,Kevin Ollie,SG,33,1069
2006,Michael Olowokandi,C,30,919
2006,Michael Olowokandi,C,30,752
2006,Michael Olowokandi,C,30,167
2006,Greg Ostertag,C,32,807
2006,Bo Outlaw,PF,34,355
2006,Travis Outlaw,PF,21,1153
2006,Andre Owens,PG,25,210
2006,Zaza Pachulia,C,21,2452
2006,Scott Padgett,PF,29,718
2006,Milt Palacio,PG,27,1376
2006,Jannero Pargo,PG,26,646
2006,Smush Parker,PG,24,2773
2006,Tony Parker,PG,23,2715
2006,Ruben Patterson,SF-SG,30,1792
2006,Ruben Patterson,SF,30,1056
2006,Ruben Patterson,SG,30,736
2006,Chris Paul,PG,20,2808
2006,Sasha Pavlović,SG,22,813
2006,Gary Payton,PG,37,2305
2006,Kendrick Perkins,C,21,1332
2006,Morris Peterson,SG,28,3140
2006,Johan Petro,C,20,1282
2006,Eric Piatkowski,SG,35,228
2006,Paul Pierce,SF,28,3084
2006,Mickaël Piétrus,SF,23,1179
2006,Zoran Planinić,PG,23,596
2006,Pavel Podkolzin,C,21,18
2006,Scot Pollard,C,30,771
2006,James Posey,SF,29,1914
2006,Vitaly Potapenko,C,30,353
2006,Vitaly Potapenko,C,30,321
2006,Vitaly Potapenko,C,30,32
2006,Josh Powell,PF,23,429
2006,Ronnie Price,PG,22,150
2006,Tayshaun Prince,SF,25,2898
2006,Laron Profit,SG,28,279
2006,Joel Przybilla,C,26,1395
2006,Vladimir Radmanović,PF,25,1974
2006,Vladimir Radmanović,PF,25,1089
2006,Vladimir Radmanović,PF,25,885
2006,Shavlik Randolph,PF,22,487
2006,Zach Randolph,PF,24,2545
2006,Theo Ratliff,C,32,1301
2006,Željko Rebrača,C,33,412
2006,Michael Redd,SG,26,3130
2006,Justin Reed,SF,24,997
2006,Justin Reed,SF,24,291
2006,Justin Reed,SF,24,706
2006,Jason Richardson,SG,25,2877
2006,Quentin Richardson,SF,25,1442
2006,Luke Ridnour,PG,24,2625
2006,Anthony Roberson,PG,22,88
2006,Lawrence Roberts,C,23,181
2006,Bernard Robinson,SF,25,1303
2006,Clifford Robinson,PF,39,1863
2006,Nate Robinson,PG,21,1544
2006,Jalen Rose,SF-SG,33,1983
2006,Jalen Rose,SF,33,1236
2006,Jalen Rose,SG,33,747
2006,Malik Rose,PF,31,1119
2006,Quinton Ross,SF,24,1515
2006,Michael Ruffin,C,29,1010
2006,Kareem Rush,SG,25,1111
2006,Bryon Russell,SF,35,3
2006,John Salmons,SG,26,2059
2006,Jamal Sampson,PF,22,39
2006,Melvin Sanders,SG,25,113
2006,Brian Scalabrine,PF,27,938
2006,Alex Scales,SG,27,0
2006,Luke Schenscher,C,23,149
2006,Ha Seung-Jin,C,20,212
2006,Wayne Simien,PF,22,414
2006,Bobby Simmons,SF,25,2538
2006,James Singleton,SF,24,753
2006,Brian Skinner,PF-C,29,944
2006,Brian Skinner,PF,29,429
2006,Brian Skinner,C,29,515
2006,Charles Smith,SG,30,210
2006,Charles Smith,SG,30,208
2006,Charles Smith,SG,30,2
2006,Donta Smith,SG,22,127
2006,J.R. Smith,SG,20,989
2006,Joe Smith,PF,30,887
2006,Josh Smith,SF,20,2559
2006,Eric Snow,PG,32,2351
2006,Kirk Snyder,SG,22,1310
2006,Darius Songaila,PF,27,1329
2006,Pape Sow,C,24,590
2006,Jerry Stackhouse,SG,31,1525
2006,DeShawn Stevenson,SG,24,2648
2006,Peja Stojaković,SF,28,2601
2006,Peja Stojaković,SF,28,1147
2006,Peja Stojaković,SF,28,1454
2006,Awvee Storey,SF,28,116
2006,Damon Stoudamire,PG,32,862
2006,Salim Stoudamire,SG,23,1236
2006,Amar'e Stoudemire,C,23,50
2006,Mike Sweetney,C,23,1222
2006,Robert Swift,C,20,987
2006,Stromile Swift,C,26,1344
2006,Wally Szczerbiak,SF,28,2729
2006,Wally Szczerbiak,SF,28,1555
2006,Wally Szczerbiak,SF,28,1174
2006,Chris Taft,C,20,144
2006,Donell Taylor,SG,23,465
2006,Maurice Taylor,PF,29,1210
2006,Sebastian Telfair,PG,20,1641
2006,Jason Terry,PG,28,2798
2006,Billy Thomas,SG,30,131
2006,Etan Thomas,C,27,1121
2006,James Thomas,PF,25,150
2006,James Thomas,PF,25,124
2006,James Thomas,PF,25,26
2006,John Thomas,C,30,127
2006,John Thomas,C,30,25
2006,John Thomas,C,30,66
2006,John Thomas,C,30,36
2006,Kenny Thomas,PF,28,2293
2006,Kurt Thomas,C,33,1411
2006,Tim Thomas,PF-SF,28,666
2006,Tim Thomas,SF,28,32
2006,Tim Thomas,PF,28,634
2006,Dijon Thompson,SG,22,43
2006,Jamaal Tinsley,PG,27,1122
2006,Jake Tsakalidis,C,26,732
2006,Nikoloz Tskitishvili,SF-PF,22,99
2006,Nikoloz Tskitishvili,PF,22,13
2006,Nikoloz Tskitishvili,SF,22,86
2006,Ronny Turiaf,C,23,161
2006,Hedo Türkoğlu,SF,26,2615
2006,Ime Udoka,SF,28,114
2006,Beno Udrih,PG,23,586
2006,Nick Van Exel,PG,34,986
2006,Keith Van Horn,SF,30,1090
2006,Anderson Varejão,C,23,760
2006,Jacque Vaughn,SG,30,1234
2006,Charlie Villanueva,PF,21,2361
2006,Jake Voskuhl,C,28,818
2006,Jackson Vroman,PF,24,406
2006,Sasha Vujačić,PG,21,1449
2006,Dwyane Wade,SG,24,2892
2006,Von Wafer,SG,20,73
2006,Antoine Walker,PF,29,2199
2006,Samaki Walker,PF,29,22
2006,Ben Wallace,C,31,2890
2006,Gerald Wallace,SF,23,1895
2006,Rasheed Wallace,PF,31,2780
2006,Matt Walsh,SG,23,3
2006,Luke Walton,SF,25,1333
2006,Hakim Warrick,PF,23,724
2006,Earl Watson,PG,26,1578
2006,Earl Watson,PG,26,975
2006,Earl Watson,PG,26,603
2006,Chris Webber,PF,32,2893
2006,Martell Webster,SF,19,1070
2006,Bonzi Wells,SG,29,1684
2006,Jiří Welsch,SF,26,866
2006,David Wesley,SG,35,2372
2006,David West,PF,25,2526
2006,Delonte West,PG,22,2418
2006,Robert Whaley,C,23,212
2006,Chris Wilcox,C-PF,23,1529
2006,Chris Wilcox,C,23,657
2006,Chris Wilcox,PF,23,872
2006,Damien Wilkins,SF,26,1525
2006,Mike Wilks,PG,26,348
2006,Mike Wilks,PG,26,243
2006,Mike Wilks,PG,26,105
2006,Aaron Williams,C,34,791
2006,Aaron Williams,C,34,99
2006,Aaron Williams,C,34,692
2006,Alvin Williams,PG,31,10
2006,Deron Williams,PG,21,2307
2006,Eric Williams,SF,33,352
2006,Jason Williams,PG,30,1874
2006,Lou Williams,PG,19,145
2006,Marvin Williams,PF,19,1952
2006,Mo Williams,PG,23,1531
2006,Corliss Williamson,SF,32,362
2006,Loren Woods,C,27,324
2006,Qyntel Woods,SF,24,1013
2006,Metta World Peace,SF,26,2207
2006,Metta World Peace,SF,26,603
2006,Metta World Peace,SF,26,1604
2006,Antoine Wright,SG,21,370
2006,Bracey Wright,SG,21,135
2006,Dorell Wright,SF,20,132
2006,Lorenzen Wright,C,30,1689
2006,Derrick Zimmerman,PG,24,32
2007,Shareef Abdur-Rahim,C,30,2015
2007,Hassan Adams,SG,22,495
2007,Maurice Ager,SG,22,214
2007,LaMarcus Aldridge,C,21,1392
2007,Malik Allen,PF,28,638
2007,Ray Allen,SG,31,2219
2007,Tony Allen,SG,25,805
2007,Rafer Alston,PG,30,3040
2007,Lou Amundson,PF,24,89
2007,Lou Amundson,PF,24,2
2007,Lou Amundson,PF,24,87
2007,Alan Anderson,SG,24,256
2007,Derek Anderson,SF,32,1190
2007,Carmelo Anthony,SF,22,2486
2007,Rafael Araújo,C,26,248
2007,Gilbert Arenas,PG,25,2942
2007,Trevor Ariza,SG,21,1278
2007,Darrell Armstrong,PG,38,1275
2007,Hilton Armstrong,C,22,634
2007,Carlos Arroyo,PG,27,1304
2007,Chucky Atkins,PG,32,2064
2007,James Augustine,PF,22,7
2007,Kelenna Azubuike,SG,23,669
2007,Renaldo Balkman,SF,22,1064
2007,Marcus Banks,PG,25,503
2007,Leandro Barbosa,SG,24,2613
2007,J.J. Barea,PG,22,191
2007,Andrea Bargnani,PF,21,1629
2007,Matt Barnes,PF,26,1813
2007,Andre Barrett,PG,24,29
2007,Earl Barron,C,25,203
2007,Brent Barry,SG,35,1631
2007,Brandon Bass,PF,21,162
2007,Maceo Baston,PF,31,405
2007,Esteban Batista,PF,23,81
2007,Tony Battie,PF,30,1575
2007,Shane Battier,SF,28,2988
2007,Charlie Bell,SG,27,2848
2007,Raja Bell,SG,30,2917
2007,Mike Bibby,PG,28,2784
2007,Andris Biedriņš,C,20,2382
2007,Chauncey Billups,PG,30,2533
2007,Steve Blake,PG,26,2225
2007,Steve Blake,PG,26,583
2007,Steve Blake,PG,26,1642
2007,Will Blalock,PG,23,166
2007,Andray Blatche,PF,20,682
2007,Mark Blount,C,31,2544
2007,Keith Bogans,SG,26,990
2007,Andrew Bogut,C,22,2258
2007,Matt Bonner,PF,26,653
2007,Josh Boone,PF,22,669
2007,Calvin Booth,C,30,380
2007,Carlos Boozer,PF,25,2557
2007,Chris Bosh,C,22,2658
2007,Bruce Bowen,SF,35,2464
2007,Earl Boykins,PG,30,2031
2007,Earl Boykins,PG,30,877
2007,Earl Boykins,PG,30,1154
2007,Cedric Bozeman,SG,23,199
2007,Elton Brand,PF,27,3077
2007,Ronnie Brewer,SG,21,675
2007,Primož Brezec,C,27,838
2007,Andre Brown,PF,25,271
2007,Dee Brown,PG,22,450
2007,Devin Brown,SG,28,1662
2007,Kwame Brown,C,24,1132
2007,P.J. Brown,PF,37,1456
2007,Shannon Brown,SG,21,202
2007,Kobe Bryant,SG,28,3140
2007,Greg Buckner,SG,30,1372
2007,Pat Burke,C,33,164
2007,Caron Butler,SF,26,2474
2007,Jackie Butler,C,21,103
2007,Rasual Butler,SF,27,2223
2007,Andrew Bynum,C,19,1793
2007,José Calderón,PG,25,1614
2007,Marcus Camby,C,32,2369
2007,Brian Cardinal,PF,29,313
2007,Rodney Carney,SF,22,1169
2007,Matt Carroll,SG,26,1878
2007,Anthony Carter,PG,31,37
2007,Vince Carter,SG,30,3126
2007,Sam Cassell,PG,37,1407
2007,Kelvin Cato,C,32,95
2007,Tyson Chandler,C,24,2525
2007,Josh Childress,SG,23,2024
2007,Doug Christie,SG,36,82
2007,Speedy Claxton,PG,28,1054
2007,Jarron Collins,C,28,913
2007,Jason Collins,PF,28,1844
2007,Mardy Collins,SF,22,777
2007,Nick Collison,C,26,2378
2007,Will Conroy,PG-SG,24,52
2007,Will Conroy,SG,24,17
2007,Will Conroy,PG,24,35
2007,Brian Cook,PF,26,1018
2007,Jamal Crawford,SG,26,2198
2007,Austin Croshere,PF,31,727
2007,Eddy Curry,C,24,2849
2007,Samuel Dalembert,C,25,2535
2007,Erick Dampier,C,31,1915
2007,Antonio Daniels,SG,31,1761
2007,Marquis Daniels,SG,26,800
2007,Baron Davis,PG,27,2221
2007,Dale Davis,C,37,464
2007,Paul Davis,C,22,180
2007,Ricky Davis,SF,27,3021
2007,Carlos Delfino,SG,24,1372
2007,Luol Deng,SF,21,3071
2007,Boris Diaw,PF,24,2268
2007,Yakhouba Diawara,SG,24,1177
2007,Dan Dickau,PG,28,444
2007,Travis Diener,PG,24,288
2007,Ike Diogu,PF,23,760
2007,Ike Diogu,PF,23,222
2007,Ike Diogu,PF,23,538
2007,DeSagana Diop,C,25,1480
2007,Juan Dixon,SG,28,1926
2007,Juan Dixon,SG,28,1243
2007,Juan Dixon,SG,28,683
2007,Michael Doleac,C,29,698
2007,Keyon Dooling,SG,26,1435
2007,Quincy Douby,PG,22,359
2007,Chris Duhon,PG,24,1906
2007,Tim Duncan,C,30,2726
2007,Mike Dunleavy,SG-PF,26,2580
2007,Mike Dunleavy,PF,26,1051
2007,Mike Dunleavy,SG,26,1529
2007,Ronald Dupree,SF,26,94
2007,Monta Ellis,SG,21,2638
2007,Francisco Elson,C,30,1332
2007,Melvin Ely,PF-C,28,309
2007,Melvin Ely,PF,28,244
2007,Melvin Ely,C,28,65
2007,Maurice Evans,SG,28,1732
2007,Reggie Evans,PF,26,1127
2007,Daniel Ewing,PG,23,712
2007,Jordan Farmar,PG,20,1090
2007,Desmon Farmer,SG,25,32
2007,Raymond Felton,PG,22,2832
2007,Michael Finley,SF,33,1823
2007,Derek Fisher,SG,32,2287
2007,T.J. Ford,PG,23,2243
2007,Danny Fortson,C,30,158
2007,Jeff Foster,C,30,1740
2007,Randy Foye,PG,23,1879
2007,Adonal Foyle,C,31,475
2007,Steve Francis,SG,29,1237
2007,Matt Freije,PF,25,147
2007,Channing Frye,PF,23,1896
2007,Dan Gadzuric,C,28,840
2007,Jorge Garbajosa,PF,29,1909
2007,Francisco García,SF,25,1410
2007,Kevin Garnett,PF,30,2995
2007,Pat Garrity,PF,30,277
2007,Pau Gasol,C,26,2133
2007,Rudy Gay,SF,20,2103
2007,Mickaël Gelabale,SF,23,1239
2007,Devean George,SF,29,1283
2007,Daniel Gibson,PG,20,988
2007,Manu Ginóbili,SG,29,2060
2007,Gordan Giriček,SG,29,1188
2007,Andreas Glyniadakis,C,25,81
2007,Ryan Gomes,PF,24,2275
2007,Drew Gooden,PF,25,2238
2007,Ben Gordon,SG,23,2704
2007,Joey Graham,SF,24,1319
2007,Stephen Graham,SG,24,165
2007,Danny Granger,SF,23,2785
2007,Gerald Green,SF,21,1780
2007,Willie Green,SG,25,1842
2007,Orien Greene,SG,24,254
2007,Lynn Greer,SG,27,432
2007,Adrian Griffin,SF,32,585
2007,Eddie Griffin,PF,24,92
2007,Mike Hall,SF,22,13
2007,Richard Hamilton,SG,28,2763
2007,Matt Harpring,SF,30,1965
2007,Al Harrington,PF,26,2563
2007,Al Harrington,PF,26,1208
2007,Al Harrington,PF,26,1355
2007,Junior Harrington,PG,26,543
2007,Othella Harrington,PF,33,220
2007,Devin Harris,PG,23,2081
2007,David Harrison,C,24,190
2007,Jason Hart,PG,28,846
2007,Jason Hart,PG,28,100
2007,Jason Hart,PG,28,746
2007,Udonis Haslem,PF,26,2483
2007,Trenton Hassell,SG,27,2223
2007,Chuck Hayes,PF,23,1714
2007,Jarvis Hayes,SF,25,1626
2007,Brendan Haywood,C,27,1740
2007,Luther Head,SG,24,2211
2007,Alan Henderson,PF,34,418
2007,Walter Herrmann,PF,27,936
2007,Nenê,C,24,1715
2007,Grant Hill,SG,34,2009
2007,Kirk Hinrich,PG,26,2839
2007,Robert Hite,SG,23,136
2007,Julius Hodge,SG,23,65
2007,Julius Hodge,SG,23,37
2007,Julius Hodge,SG,23,28
2007,Ryan Hollins,C,22,185
2007,Robert Horry,PF,36,1124
2007,Eddie House,SG,28,946
2007,Dwight Howard,C,21,3023
2007,Josh Howard,SF,26,2455
2007,Juwan Howard,PF,33,2123
2007,Troy Hudson,PG,30,554
2007,Larry Hughes,SG,28,2596
2007,Kris Humphries,PF,21,670
2007,Lindsey Hunter,PG,36,745
2007,Steven Hunter,PF,25,1605
2007,Andre Iguodala,SG,23,3062
2007,Zydrunas Ilgauskas,C,31,2130
2007,Mile Ilić,C,22,6
2007,D.J. Mbenga,C,26,79
2007,Ersan İlyasova,PF,19,973
2007,Allen Iverson,SG-PG,31,2761
2007,Allen Iverson,PG,31,640
2007,Allen Iverson,SG,31,2121
2007,Royal Ivey,PG,25,539
2007,Jarrett Jack,PG,23,2651
2007,Bobby Jackson,SG,33,1330
2007,Luke Jackson,SF,25,138
2007,Luke Jackson,SF,25,16
2007,Luke Jackson,SF,25,122
2007,Marc Jackson,PF,32,1025
2007,Stephen Jackson,SF-SG,28,2479
2007,Stephen Jackson,SG,28,1186
2007,Stephen Jackson,SF,28,1293
2007,Jerome James,C,31,273
2007,LeBron James,SF,22,3190
2007,Mike James,PG,31,2069
2007,Antawn Jamison,PF,30,2662
2007,Marko Jarić,SG,28,1555
2007,Šarūnas Jasikevičius,SG-PG,30,973
2007,Šarūnas Jasikevičius,SG,30,664
2007,Šarūnas Jasikevičius,PG,30,309
2007,Al Jefferson,C,22,2319
2007,Richard Jefferson,SF,26,1956
2007,Jared Jeffries,SF,25,1307
2007,Alexander Johnson,PF,23,753
2007,Amir Johnson,PF,19,124
2007,Anthony Johnson,PG,32,1301
2007,Anthony Johnson,PG,32,562
2007,Anthony Johnson,PG,32,739
2007,DerMarr Johnson,SF,26,419
2007,Joe Johnson,SG,25,2359
2007,Linton Johnson,PF,26,720
2007,Bobby Jones,SF,23,336
2007,Dahntay Jones,SG,26,1671
2007,Damon Jones,PG,30,1173
2007,Dwayne Jones,PF,23,18
2007,Eddie Jones,SG,35,1594
2007,Eddie Jones,SG,35,561
2007,Eddie Jones,SG,35,1033
2007,Fred Jones,SG,27,1319
2007,Fred Jones,SG,27,870
2007,Fred Jones,SG,27,449
2007,James Jones,SF,26,1376
2007,Jumaine Jones,SF,27,138
2007,Solomon Jones,PF,22,666
2007,Chris Kaman,C,24,2176
2007,Jason Kapono,SF,25,1767
2007,Viktor Khryapa,PF,24,231
2007,Jason Kidd,PG,33,2933
2007,Tarence Kinsey,SG,22,967
2007,Andrei Kirilenko,SF,25,2049
2007,Linas Kleiza,PF,22,1488
2007,Brevin Knight,PG,31,1273
2007,Yaroslav Korolev,SF,19,41
2007,Kyle Korver,SF,25,2288
2007,Nenad Krstić,C,23,848
2007,Raef LaFrentz,PF,30,352
2007,James Lang,C,23,55
2007,David Lee,PF,23,1731
2007,Rashard Lewis,SF,27,2348
2007,Randy Livingston,PG,31,26
2007,Shaun Livingston,PG,21,1611
2007,Kyle Lowry,PG,20,175
2007,John Lucas III,PG,24,383
2007,Tyronn Lue,PG,29,1488
2007,Mark Madsen,C,31,473
2007,Corey Maggette,SF,27,2291
2007,Jamaal Magloire,C,28,1703
2007,Renaldo Major,PF,24,27
2007,Stephon Marbury,PG,29,2748
2007,Shawn Marion,SF,28,3010
2007,Damir Markota,PF,21,170
2007,Sean Marks,PF,31,17
2007,Donyell Marshall,PF,33,1360
2007,Rawle Marshall,SG,24,361
2007,Darrick Martin,PG,35,220
2007,Kenyon Martin,PF,29,63
2007,Kevin Martin,SG,23,2818
2007,Desmond Mason,SF,29,2575
2007,Roger Mason,SG,26,492
2007,Jason Maxiell,C,23,943
2007,Sean May,PF,22,838
2007,Rashad McCants,SG,22,554
2007,Chris McCray,SG,22,12
2007,Antonio McDyess,PF,32,1729
2007,Ivan McFarlin,PF,24,41
2007,Tracy McGrady,SG,27,2539
2007,Jeff McInnis,PG,32,702
2007,Aaron McKie,SF,34,131
2007,Keith McLeod,PG,27,718
2007,Keith McLeod,PG,27,379
2007,Keith McLeod,PG,27,339
